age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,year
39.0,services,married,secondary,no,-540.0,no,no,,6.0,6,29.0,1.0,-1.0,0.0,unknown,no,2022
35.0,self-employed,married,tertiary,no,560.0,yes,no,cellular,2.0,4,58.0,1.0,136.0,1.0,failure,no,2022
31.0,management,married,tertiary,no,325.0,yes,no,cellular,18.0,7,1139.0,2.0,-1.0,0.0,unknown,yes,2022
29.0,management,single,tertiary,no,437.0,no,no,cellular,5.0,8,504.0,1.0,92.0,1.0,success,yes,2022
48.0,blue-collar,married,primary,no,574.0,no,no,cellular,5.0,8,348.0,1.0,-1.0,0.0,unknown,no,2022
60.0,retired,married,primary,no,0.0,no,no,telephone,30.0,7,130.0,3.0,-1.0,0.0,unknown,no,2022
74.0,retired,married,secondary,no,935.0,no,no,cellular,26.0,1,100.0,1.0,104.0,1.0,other,no,2022
30.0,services,married,secondary,no,699.0,yes,no,,29.0,5,544.0,1.0,-1.0,0.0,unknown,no,2022
52.0,admin.,single,primary,no,0.0,no,no,,19.0,5,182.0,11.0,-1.0,0.0,unknown,no,2022
24.0,blue-collar,married,secondary,no,-220.0,yes,no,cellular,2.0,4,90.0,1.0,-1.0,0.0,unknown,no,2022
29.0,services,married,secondary,no,11417.0,yes,no,,28.0,5,272.0,2.0,-1.0,0.0,unknown,no,2022
33.0,housemaid,married,primary,no,212.0,yes,no,cellular,11.0,7,260.0,2.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,67.0,yes,yes,,8.0,5,672.0,3.0,-1.0,0.0,unknown,no,2022
45.0,admin.,divorced,secondary,no,0.0,no,no,cellular,29.0,10,264.0,1.0,-1.0,0.0,unknown,yes,2022
31.0,blue-collar,married,secondary,no,0.0,no,yes,telephone,15.0,7,275.0,2.0,-1.0,0.0,unknown,no,2022
45.0,technician,married,secondary,no,1673.0,no,no,cellular,23.0,10,76.0,1.0,-1.0,0.0,unknown,no,2022
27.0,services,married,secondary,no,-1202.0,yes,no,,4.0,6,749.0,2.0,-1.0,0.0,unknown,no,2022
30.0,management,single,tertiary,no,4213.0,no,no,cellular,25.0,8,142.0,4.0,-1.0,0.0,unknown,no,2022
45.0,blue-collar,married,primary,no,0.0,no,no,cellular,26.0,8,454.0,2.0,-1.0,0.0,unknown,no,2022
57.0,blue-collar,married,secondary,no,1521.0,yes,yes,cellular,18.0,5,102.0,2.0,178.0,5.0,failure,no,2022
34.0,management,married,tertiary,no,1310.0,no,no,telephone,30.0,1,521.0,3.0,158.0,7.0,other,no,2022
40.0,admin.,married,secondary,no,0.0,yes,yes,cellular,17.0,11,57.0,1.0,-1.0,0.0,unknown,no,2022
39.0,management,married,tertiary,no,399.0,no,no,cellular,9.0,4,504.0,1.0,-1.0,0.0,unknown,no,2022
46.0,technician,married,tertiary,no,405.0,no,no,cellular,11.0,8,138.0,3.0,-1.0,0.0,unknown,no,2022
55.0,management,divorced,tertiary,no,9756.0,yes,no,cellular,5.0,6,103.0,2.0,95.0,1.0,other,yes,2022
25.0,management,single,tertiary,no,2506.0,no,no,cellular,17.0,2,485.0,1.0,-1.0,0.0,unknown,yes,2022
34.0,management,married,tertiary,no,697.0,no,no,cellular,5.0,8,166.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,primary,no,403.0,yes,no,cellular,8.0,5,318.0,2.0,338.0,1.0,success,no,2022
64.0,retired,divorced,tertiary,no,890.0,no,no,cellular,3.0,7,531.0,3.0,-1.0,0.0,unknown,no,2022
45.0,technician,divorced,secondary,no,809.0,yes,no,cellular,13.0,5,155.0,2.0,363.0,4.0,failure,no,2022
57.0,housemaid,married,secondary,no,158.0,yes,no,telephone,10.0,7,73.0,1.0,-1.0,0.0,unknown,no,2022
21.0,student,single,unknown,no,137.0,yes,no,,12.0,5,198.0,3.0,-1.0,0.0,unknown,no,2022
58.0,housemaid,married,secondary,no,2705.0,no,no,telephone,14.0,8,137.0,1.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,single,secondary,no,75.0,yes,no,,1.0,7,479.0,9.0,-1.0,0.0,unknown,yes,2022
41.0,management,married,unknown,no,2457.0,yes,no,,9.0,5,285.0,1.0,-1.0,0.0,unknown,no,2022
58.0,management,married,tertiary,no,541.0,yes,no,cellular,8.0,5,98.0,1.0,-1.0,0.0,unknown,no,2022
33.0,management,married,tertiary,no,287.0,yes,no,cellular,15.0,5,199.0,2.0,274.0,3.0,other,no,2022
32.0,management,married,tertiary,no,273.0,yes,yes,cellular,18.0,7,97.0,3.0,-1.0,0.0,unknown,no,2022
44.0,services,divorced,secondary,no,0.0,yes,no,,4.0,6,389.0,5.0,-1.0,0.0,unknown,no,2022
47.0,,married,unknown,no,677.0,no,no,cellular,7.0,8,384.0,1.0,99.0,4.0,success,no,2022
41.0,self-employed,married,primary,no,340.0,no,no,,6.0,6,37.0,3.0,-1.0,0.0,unknown,no,2022
54.0,technician,married,tertiary,no,98.0,no,no,cellular,8.0,8,420.0,4.0,-1.0,0.0,unknown,no,2022
47.0,technician,divorced,tertiary,no,477.0,yes,no,telephone,7.0,5,973.0,1.0,366.0,1.0,failure,no,2022
32.0,management,single,tertiary,no,2629.0,no,no,cellular,28.0,8,77.0,4.0,-1.0,0.0,unknown,no,2022
59.0,housemaid,married,tertiary,no,0.0,no,yes,cellular,29.0,7,376.0,2.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,tertiary,no,2325.0,no,no,cellular,2.0,2,125.0,1.0,-1.0,0.0,unknown,yes,2022
48.0,services,married,secondary,yes,-20.0,no,no,cellular,20.0,8,142.0,2.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,secondary,no,230.0,yes,no,cellular,18.0,5,442.0,1.0,266.0,8.0,failure,yes,2022
46.0,management,divorced,secondary,no,-852.0,no,yes,cellular,29.0,8,728.0,2.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,single,primary,no,-280.0,no,no,,21.0,5,281.0,3.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,married,secondary,no,25.0,no,no,cellular,22.0,8,528.0,2.0,-1.0,0.0,unknown,yes,2022
34.0,technician,single,tertiary,no,9851.0,yes,no,cellular,20.0,11,128.0,5.0,-1.0,0.0,unknown,no,2022
48.0,services,single,unknown,no,5095.0,yes,no,,16.0,6,71.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,687.0,no,no,cellular,20.0,8,161.0,4.0,-1.0,0.0,unknown,no,2022
31.0,management,married,secondary,no,1368.0,yes,no,cellular,12.0,8,129.0,4.0,-1.0,0.0,unknown,no,2022
27.0,blue-collar,single,primary,no,-179.0,yes,no,cellular,15.0,5,54.0,2.0,-1.0,0.0,unknown,no,2022
60.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11.0,5,443.0,1.0,350.0,1.0,failure,no,2022
34.0,blue-collar,single,tertiary,no,1011.0,yes,no,,6.0,5,136.0,1.0,-1.0,0.0,unknown,no,2022
52.0,self-employed,married,secondary,no,9.0,no,yes,,6.0,6,44.0,1.0,-1.0,0.0,unknown,no,2022
48.0,blue-collar,married,secondary,no,1159.0,yes,yes,cellular,15.0,5,1181.0,9.0,-1.0,0.0,unknown,no,2022
45.0,technician,married,primary,no,-322.0,no,no,,9.0,6,225.0,2.0,-1.0,0.0,unknown,no,2022
54.0,technician,divorced,secondary,no,1114.0,yes,no,cellular,30.0,1,81.0,1.0,-1.0,0.0,unknown,no,2022
52.0,services,married,secondary,no,2072.0,no,no,cellular,10.0,7,224.0,1.0,-1.0,0.0,unknown,no,2022
47.0,entrepreneur,married,tertiary,no,459.0,yes,no,cellular,29.0,7,189.0,4.0,-1.0,0.0,unknown,no,2022
54.0,,married,secondary,no,1157.0,no,no,cellular,26.0,5,98.0,2.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,8309.0,yes,yes,cellular,19.0,11,50.0,1.0,-1.0,0.0,unknown,no,2022
39.0,technician,single,tertiary,no,1043.0,no,no,cellular,18.0,8,195.0,10.0,-1.0,0.0,unknown,no,2022
46.0,technician,married,secondary,no,2098.0,no,no,cellular,7.0,8,110.0,2.0,-1.0,0.0,unknown,no,2022
26.0,unemployed,single,secondary,no,461.0,no,no,cellular,28.0,1,214.0,1.0,-1.0,0.0,unknown,no,2022
37.0,technician,single,secondary,no,61.0,yes,no,,19.0,5,182.0,8.0,-1.0,0.0,unknown,no,2022
47.0,blue-collar,married,secondary,no,1203.0,yes,no,cellular,17.0,4,239.0,2.0,-1.0,0.0,unknown,no,2022
35.0,technician,married,secondary,no,1067.0,no,yes,cellular,12.0,8,179.0,6.0,-1.0,0.0,unknown,no,2022
57.0,unemployed,married,primary,no,0.0,no,no,,9.0,6,540.0,1.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,1657.0,yes,no,cellular,18.0,5,566.0,2.0,356.0,4.0,failure,no,2022
47.0,technician,married,secondary,no,1219.0,no,no,cellular,18.0,8,697.0,4.0,-1.0,0.0,unknown,yes,2022
27.0,technician,married,secondary,no,7.0,yes,no,,15.0,5,98.0,2.0,,0.0,unknown,no,2022
40.0,blue-collar,married,secondary,no,-839.0,yes,yes,cellular,16.0,7,1018.0,2.0,-1.0,0.0,unknown,yes,2022
39.0,technician,married,secondary,no,994.0,no,no,cellular,5.0,2,221.0,1.0,241.0,1.0,failure,no,2022
36.0,entrepreneur,married,tertiary,no,6.0,no,no,telephone,30.0,10,246.0,1.0,-1.0,0.0,unknown,no,2022
42.0,technician,single,secondary,no,0.0,no,no,cellular,21.0,8,656.0,2.0,-1.0,0.0,unknown,no,2022
23.0,blue-collar,single,primary,no,8627.0,yes,no,,3.0,6,281.0,1.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,133.0,yes,no,,8.0,5,65.0,1.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,247.0,yes,yes,,26.0,5,193.0,5.0,-1.0,0.0,unknown,no,2022
49.0,services,married,secondary,no,1114.0,no,no,cellular,17.0,11,283.0,1.0,-1.0,0.0,unknown,no,2022
57.0,blue-collar,married,primary,no,1592.0,no,yes,,20.0,6,78.0,4.0,-1.0,0.0,unknown,no,2022
59.0,retired,married,unknown,no,0.0,no,no,,8.0,5,425.0,6.0,-1.0,0.0,unknown,no,2022
57.0,admin.,married,tertiary,no,46.0,no,no,cellular,7.0,8,238.0,2.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,1221.0,yes,no,cellular,6.0,5,182.0,1.0,90.0,8.0,failure,no,2022
61.0,management,married,secondary,no,985.0,no,no,cellular,18.0,8,998.0,6.0,-1.0,0.0,unknown,yes,2022
35.0,blue-collar,divorced,secondary,no,0.0,yes,no,,8.0,5,477.0,1.0,-1.0,0.0,unknown,no,2022
42.0,management,married,tertiary,no,520.0,no,no,cellular,4.0,11,158.0,1.0,-1.0,0.0,unknown,no,2022
57.0,services,married,tertiary,no,10.0,no,no,telephone,8.0,7,320.0,3.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,secondary,no,2157.0,yes,no,cellular,13.0,5,149.0,1.0,364.0,2.0,failure,no,2022
53.0,retired,married,secondary,no,6095.0,yes,yes,cellular,14.0,5,410.0,5.0,-1.0,0.0,unknown,no,2022
63.0,retired,married,tertiary,no,133.0,yes,no,cellular,13.0,2,104.0,2.0,-1.0,0.0,unknown,no,2022
47.0,self-employed,married,secondary,no,1121.0,no,no,,20.0,6,454.0,6.0,-1.0,0.0,unknown,no,2022
54.0,services,married,secondary,no,88.0,yes,no,,13.0,5,190.0,1.0,-1.0,0.0,unknown,no,2022
45.0,admin.,married,secondary,no,0.0,no,no,cellular,19.0,8,145.0,10.0,-1.0,0.0,unknown,no,2022
28.0,management,single,tertiary,no,-328.0,yes,no,telephone,2.0,2,318.0,2.0,-1.0,0.0,unknown,no,2022
58.0,unemployed,married,secondary,no,610.0,yes,no,telephone,29.0,7,246.0,2.0,-1.0,0.0,unknown,no,2022
48.0,management,single,tertiary,no,414.0,no,no,cellular,21.0,7,761.0,2.0,-1.0,0.0,unknown,no,2022
35.0,management,divorced,tertiary,no,0.0,yes,no,telephone,29.0,10,171.0,1.0,-1.0,0.0,unknown,yes,2022
37.0,self-employed,married,tertiary,no,0.0,no,no,,6.0,6,143.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,secondary,no,685.0,yes,no,,6.0,6,968.0,1.0,-1.0,0.0,unknown,no,2022
37.0,management,married,primary,no,22856.0,no,no,cellular,2.0,7,154.0,1.0,388.0,1.0,failure,no,2022
25.0,services,single,secondary,no,-352.0,no,no,cellular,15.0,7,246.0,1.0,-1.0,0.0,unknown,no,2022
58.0,blue-collar,married,secondary,no,602.0,yes,no,cellular,13.0,5,201.0,1.0,-1.0,0.0,unknown,no,2022
52.0,management,married,secondary,no,-588.0,yes,no,cellular,22.0,7,81.0,4.0,-1.0,0.0,unknown,no,2022
19.0,student,single,secondary,no,302.0,no,no,cellular,16.0,7,205.0,1.0,-1.0,0.0,unknown,yes,2022
59.0,blue-collar,married,secondary,no,5314.0,yes,no,cellular,5.0,5,200.0,3.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,secondary,no,64.0,yes,yes,,8.0,5,210.0,2.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,tertiary,no,632.0,no,no,cellular,22.0,8,215.0,10.0,-1.0,0.0,unknown,no,2022
35.0,technician,single,secondary,no,5731.0,yes,no,cellular,4.0,5,164.0,2.0,167.0,4.0,other,no,2022
41.0,technician,married,secondary,no,902.0,no,no,,16.0,6,35.0,6.0,-1.0,0.0,unknown,no,2022
28.0,blue-collar,single,secondary,no,6307.0,yes,no,,28.0,5,615.0,1.0,,0.0,unknown,no,2022
53.0,management,divorced,secondary,no,112.0,no,yes,cellular,11.0,8,246.0,3.0,-1.0,0.0,unknown,no,2022
35.0,services,married,secondary,no,0.0,no,yes,telephone,9.0,7,42.0,1.0,-1.0,0.0,unknown,no,2022
33.0,admin.,single,tertiary,no,621.0,no,no,cellular,8.0,7,217.0,1.0,-1.0,0.0,unknown,no,2022
37.0,technician,single,secondary,no,435.0,yes,no,,26.0,5,210.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,782.0,yes,no,,26.0,5,116.0,4.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,478.0,yes,no,,3.0,6,200.0,1.0,-1.0,0.0,unknown,no,2022
54.0,services,married,unknown,no,7864.0,yes,no,,15.0,5,145.0,4.0,-1.0,0.0,unknown,no,2022
44.0,blue-collar,married,secondary,no,1910.0,yes,no,,5.0,6,41.0,1.0,-1.0,0.0,unknown,no,2022
36.0,technician,divorced,tertiary,no,1174.0,yes,no,cellular,18.0,11,192.0,2.0,-1.0,0.0,unknown,no,2022
56.0,admin.,married,secondary,no,1270.0,yes,no,cellular,17.0,11,80.0,2.0,165.0,2.0,other,no,2022
30.0,management,single,tertiary,no,18.0,no,no,,20.0,5,121.0,11.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,married,secondary,no,141.0,yes,no,,23.0,5,106.0,3.0,-1.0,0.0,unknown,no,2022
43.0,management,married,tertiary,no,2886.0,no,no,cellular,20.0,11,230.0,1.0,-1.0,0.0,unknown,no,2022
40.0,technician,married,secondary,no,2715.0,yes,no,,29.0,5,125.0,2.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,tertiary,no,1100.0,yes,yes,cellular,11.0,8,67.0,1.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,516.0,yes,yes,,2.0,6,26.0,1.0,-1.0,0.0,unknown,no,2022
37.0,services,married,secondary,no,1.0,no,no,,15.0,5,395.0,2.0,-1.0,0.0,unknown,no,2022
28.0,admin.,single,secondary,no,775.0,no,no,cellular,29.0,1,603.0,2.0,-1.0,0.0,unknown,no,2022
35.0,,married,primary,no,634.0,no,no,cellular,7.0,7,185.0,2.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,single,secondary,no,5715.0,no,no,cellular,28.0,1,287.0,2.0,-1.0,0.0,unknown,no,2022
60.0,admin.,married,unknown,no,1088.0,yes,no,cellular,26.0,5,149.0,1.0,-1.0,0.0,unknown,no,2022
40.0,entrepreneur,married,secondary,no,1532.0,yes,yes,cellular,18.0,11,173.0,7.0,-1.0,0.0,unknown,no,2022
57.0,retired,married,primary,no,75.0,no,no,cellular,28.0,8,118.0,2.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,secondary,no,103.0,no,no,,19.0,5,314.0,1.0,-1.0,0.0,unknown,no,2022
44.0,blue-collar,married,primary,no,134.0,yes,no,cellular,7.0,5,378.0,1.0,-1.0,0.0,unknown,no,2022
41.0,admin.,single,secondary,no,748.0,no,no,telephone,21.0,11,94.0,7.0,130.0,3.0,other,no,2022
47.0,technician,married,secondary,no,1990.0,yes,yes,cellular,25.0,8,108.0,4.0,-1.0,0.0,unknown,no,2022
43.0,technician,married,tertiary,no,192.0,no,no,cellular,5.0,8,203.0,2.0,-1.0,0.0,unknown,no,2022
37.0,technician,single,secondary,no,267.0,no,no,cellular,13.0,5,121.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,tertiary,no,586.0,yes,no,,16.0,5,489.0,2.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,single,secondary,no,648.0,yes,yes,,8.0,5,287.0,1.0,-1.0,0.0,unknown,no,2022
57.0,entrepreneur,divorced,secondary,yes,,yes,no,cellular,11.0,5,652.0,1.0,370.0,4.0,other,no,2022
26.0,admin.,single,secondary,no,96.0,yes,no,cellular,13.0,5,612.0,2.0,348.0,3.0,other,no,2022
34.0,management,married,tertiary,no,1116.0,yes,no,cellular,25.0,7,53.0,5.0,-1.0,0.0,unknown,no,2022
46.0,technician,divorced,secondary,no,-90.0,no,yes,telephone,17.0,10,270.0,1.0,-1.0,0.0,unknown,yes,2022
38.0,entrepreneur,married,tertiary,no,170.0,yes,no,cellular,18.0,5,442.0,1.0,-1.0,0.0,unknown,yes,2022
37.0,technician,single,secondary,no,3665.0,no,no,cellular,12.0,8,664.0,3.0,-1.0,0.0,unknown,yes,2022
28.0,management,single,tertiary,no,2380.0,no,no,cellular,14.0,9,394.0,2.0,-1.0,0.0,unknown,no,2022
57.0,blue-collar,married,primary,no,179.0,no,no,,9.0,6,230.0,3.0,-1.0,0.0,unknown,no,2022
39.0,management,married,tertiary,no,763.0,yes,no,cellular,11.0,5,877.0,7.0,300.0,2.0,other,yes,2022
49.0,services,married,secondary,no,320.0,no,no,telephone,9.0,2,1971.0,4.0,-1.0,0.0,unknown,yes,2022
38.0,technician,married,secondary,no,1960.0,yes,no,cellular,21.0,8,161.0,2.0,-1.0,0.0,unknown,no,2022
27.0,blue-collar,married,secondary,no,818.0,yes,no,,3.0,6,188.0,5.0,-1.0,0.0,unknown,no,2022
30.0,admin.,married,secondary,no,2678.0,yes,no,cellular,18.0,5,23.0,5.0,-1.0,0.0,unknown,no,2022
38.0,admin.,married,tertiary,no,1980.0,no,no,cellular,5.0,8,176.0,2.0,-1.0,0.0,unknown,no,2022
36.0,management,married,tertiary,no,1582.0,no,no,telephone,3.0,2,26.0,2.0,197.0,1.0,failure,no,2022
38.0,retired,single,unknown,no,62.0,no,no,,19.0,6,212.0,1.0,-1.0,0.0,unknown,no,2022
59.0,housemaid,married,primary,no,235.0,no,no,cellular,13.0,8,119.0,2.0,-1.0,0.0,unknown,no,2022
37.0,management,married,tertiary,no,489.0,yes,no,cellular,7.0,8,205.0,5.0,-1.0,0.0,unknown,no,2022
29.0,self-employed,married,tertiary,no,3931.0,yes,no,,3.0,6,73.0,4.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,married,secondary,no,699.0,yes,yes,cellular,20.0,11,1258.0,2.0,122.0,2.0,other,yes,2022
33.0,technician,married,secondary,no,58.0,yes,no,telephone,29.0,8,57.0,2.0,-1.0,0.0,unknown,no,2022
54.0,housemaid,divorced,secondary,no,1327.0,no,no,,5.0,6,115.0,2.0,-1.0,0.0,unknown,no,2022
55.0,services,married,secondary,no,557.0,no,no,,19.0,6,58.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,tertiary,no,741.0,yes,no,cellular,11.0,8,238.0,1.0,-1.0,0.0,unknown,no,2022
48.0,management,married,primary,no,3230.0,yes,no,telephone,20.0,11,207.0,3.0,-1.0,0.0,unknown,no,2022
33.0,management,single,tertiary,no,1439.0,yes,no,cellular,3.0,6,178.0,2.0,-1.0,0.0,unknown,no,2022
46.0,admin.,married,secondary,no,120.0,yes,no,,14.0,5,20.0,11.0,-1.0,0.0,unknown,no,2022
44.0,management,married,tertiary,no,1058.0,no,no,cellular,11.0,3,188.0,3.0,-1.0,0.0,unknown,yes,2022
47.0,blue-collar,married,primary,no,881.0,yes,no,cellular,14.0,5,143.0,1.0,370.0,2.0,failure,no,2022
38.0,technician,married,secondary,no,6728.0,no,no,cellular,25.0,11,232.0,1.0,96.0,4.0,success,yes,2022
80.0,retired,married,secondary,no,462.0,no,no,cellular,7.0,12,127.0,2.0,-1.0,0.0,unknown,no,2022
40.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,8.0,5,380.0,4.0,295.0,1.0,failure,no,2022
43.0,entrepreneur,married,tertiary,no,1574.0,yes,no,cellular,19.0,11,167.0,3.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,tertiary,no,1625.0,no,no,cellular,22.0,5,796.0,1.0,109.0,1.0,failure,yes,2022
39.0,management,married,tertiary,no,562.0,no,no,cellular,13.0,9,303.0,2.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,secondary,no,9305.0,yes,no,cellular,17.0,4,407.0,2.0,-1.0,0.0,unknown,no,2022
31.0,technician,single,secondary,no,35.0,no,yes,cellular,16.0,7,229.0,1.0,-1.0,0.0,unknown,no,2022
36.0,management,single,tertiary,no,0.0,no,no,cellular,11.0,8,108.0,2.0,-1.0,0.0,unknown,no,2022
35.0,management,single,tertiary,no,2486.0,yes,no,cellular,25.0,5,265.0,1.0,-1.0,0.0,unknown,no,2022
25.0,services,single,secondary,no,368.0,no,no,telephone,25.0,7,168.0,1.0,-1.0,0.0,unknown,no,2022
33.0,management,single,secondary,no,1558.0,yes,no,cellular,17.0,4,97.0,1.0,-1.0,0.0,unknown,no,2022
23.0,blue-collar,single,primary,no,8627.0,yes,no,cellular,15.0,5,169.0,1.0,346.0,1.0,failure,no,2022
31.0,management,single,tertiary,no,2590.0,no,no,cellular,23.0,9,103.0,2.0,484.0,2.0,other,no,2022
36.0,management,married,tertiary,no,0.0,yes,yes,,3.0,6,599.0,3.0,-1.0,0.0,unknown,no,2022
44.0,technician,single,tertiary,no,900.0,yes,no,cellular,29.0,1,322.0,2.0,-1.0,0.0,unknown,no,2022
31.0,management,single,tertiary,no,385.0,yes,no,,21.0,5,304.0,1.0,,0.0,unknown,no,2022
55.0,blue-collar,married,primary,no,1649.0,yes,no,cellular,12.0,5,52.0,3.0,-1.0,0.0,unknown,no,2022
51.0,housemaid,divorced,secondary,no,9228.0,no,no,cellular,18.0,7,655.0,4.0,-1.0,0.0,unknown,yes,2022
36.0,admin.,married,secondary,no,0.0,yes,yes,cellular,9.0,2,101.0,2.0,-1.0,0.0,unknown,no,2022
27.0,unemployed,single,tertiary,no,1.0,no,no,cellular,3.0,2,65.0,2.0,-1.0,0.0,unknown,no,2022
40.0,services,married,secondary,no,771.0,yes,no,cellular,15.0,5,173.0,4.0,-1.0,0.0,unknown,no,2022
49.0,services,married,secondary,no,280.0,yes,no,telephone,14.0,7,162.0,3.0,-1.0,0.0,unknown,no,2022
59.0,retired,married,primary,no,46.0,no,no,cellular,14.0,8,78.0,2.0,-1.0,0.0,unknown,no,2022
32.0,management,married,tertiary,no,2431.0,yes,no,cellular,14.0,5,646.0,5.0,-1.0,0.0,unknown,yes,2022
42.0,retired,single,tertiary,no,308.0,no,no,cellular,30.0,1,114.0,2.0,-1.0,0.0,unknown,no,2022
35.0,management,divorced,tertiary,no,160.0,yes,no,,4.0,6,141.0,6.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,single,secondary,no,555.0,yes,no,cellular,15.0,5,133.0,4.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,secondary,no,778.0,yes,no,,6.0,6,1994.0,2.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,single,secondary,no,48.0,no,no,cellular,6.0,5,140.0,2.0,-1.0,0.0,unknown,no,2022
49.0,admin.,married,primary,no,169.0,yes,no,cellular,15.0,5,82.0,3.0,-1.0,0.0,unknown,no,2022
51.0,services,divorced,secondary,no,12.0,yes,no,cellular,17.0,11,150.0,1.0,-1.0,0.0,unknown,no,2022
61.0,housemaid,married,primary,no,848.0,no,no,cellular,27.0,4,605.0,1.0,187.0,1.0,other,no,2022
43.0,management,married,secondary,no,481.0,yes,no,telephone,18.0,11,164.0,1.0,110.0,2.0,other,no,2022
42.0,services,married,tertiary,no,12223.0,yes,no,cellular,19.0,11,36.0,1.0,-1.0,0.0,unknown,no,2022
24.0,blue-collar,married,secondary,no,-254.0,yes,yes,,27.0,5,290.0,2.0,-1.0,0.0,unknown,no,2022
46.0,self-employed,married,tertiary,no,1148.0,no,no,telephone,29.0,7,104.0,2.0,-1.0,0.0,unknown,no,2022
23.0,admin.,single,secondary,no,5.0,no,no,,12.0,5,413.0,1.0,-1.0,0.0,unknown,no,2022
26.0,services,single,secondary,no,50.0,yes,no,cellular,12.0,8,153.0,1.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,divorced,primary,no,92.0,yes,no,,15.0,5,237.0,2.0,-1.0,0.0,unknown,no,2022
35.0,technician,single,tertiary,no,470.0,yes,no,cellular,25.0,7,743.0,13.0,-1.0,0.0,unknown,yes,2022
38.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,8,82.0,4.0,-1.0,0.0,unknown,no,2022
56.0,unemployed,divorced,primary,no,109.0,no,no,cellular,15.0,7,924.0,4.0,-1.0,0.0,unknown,no,2022
31.0,services,married,secondary,no,440.0,yes,no,,17.0,6,117.0,3.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,0.0,no,no,cellular,5.0,2,550.0,4.0,-1.0,0.0,unknown,yes,2022
28.0,services,single,secondary,no,2685.0,no,yes,,24.0,8,5.0,1.0,-1.0,0.0,unknown,no,2022
26.0,admin.,divorced,secondary,yes,-3.0,yes,no,,13.0,5,181.0,5.0,-1.0,0.0,unknown,no,2022
49.0,management,married,tertiary,no,7007.0,no,no,cellular,17.0,11,325.0,2.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,secondary,no,220.0,yes,no,,27.0,5,345.0,1.0,-1.0,0.0,unknown,no,2022
80.0,retired,married,primary,no,1548.0,no,no,cellular,6.0,8,331.0,2.0,-1.0,0.0,unknown,no,2022
40.0,blue-collar,married,secondary,no,326.0,yes,yes,cellular,7.0,7,112.0,1.0,-1.0,0.0,unknown,no,2022
42.0,technician,divorced,secondary,no,0.0,yes,no,,30.0,5,115.0,6.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,secondary,no,123.0,no,no,cellular,20.0,8,381.0,3.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,697.0,no,no,cellular,7.0,8,119.0,1.0,99.0,3.0,failure,no,2022
37.0,services,single,tertiary,no,223.0,yes,no,,28.0,5,25.0,1.0,-1.0,0.0,unknown,no,2022
32.0,student,married,secondary,no,1694.0,yes,no,cellular,28.0,1,929.0,1.0,-1.0,0.0,unknown,no,2022
53.0,management,married,tertiary,no,4446.0,yes,no,,14.0,5,429.0,1.0,-1.0,0.0,unknown,no,2022
